Gene stable ID	Chromosome/scaffold name	Transcription start site (TSS)	Gene name
ENSG00000101665	18	48949333	SMAD7
ENSG00000101665	18	48950424	SMAD7
ENSG00000124216	20	49982999	SNAI1
ENSG00000160224	21	44285880	AIRE
ENSG00000180035	16	30395419	ZNF48
ENSG00000180035	16	30395112	ZNF48
ENSG00000144792	3	44584964	ZNF660
ENSG00000130511	19	18419336	SSBP4
ENSG00000130511	19	18419355	SSBP4
ENSG00000152284	2	85133410	TCF7L1
ENSG00000124191	20	43914864	TOX2
ENSG00000124191	20	43916150	TOX2
ENSG00000124191	20	43916167	TOX2
ENSG00000124191	20	43945705	TOX2
ENSG00000159200	21	34524289	RCAN1
ENSG00000159200	21	34526963	RCAN1
ENSG00000159200	21	34560179	RCAN1
ENSG00000159200	21	34613843	RCAN1
ENSG00000159200	21	34615142	RCAN1
ENSG00000159200	21	34614446	RCAN1
ENSG00000159200	21	34524637	RCAN1
ENSG00000177683	7	108569723	THAP5
ENSG00000177683	7	108569453	THAP5
ENSG00000258724	8	10839847	PINX1
ENSG00000204103	20	40689240	MAFB
ENSG00000227780	CHR_HSCHR6_MHC_DBB_CTG1	33295658	ZBTB22
ENSG00000162676	1	92483954	GFI1
ENSG00000162676	1	92486876	GFI1
ENSG00000162676	1	92486071	GFI1
ENSG00000198963	9	74497365	RORB
ENSG00000198963	9	74615600	RORB
ENSG00000182521	14	55440616	TBPL2
ENSG00000161277	19	36054762	THAP8
ENSG00000129152	11	17719568	MYOD1
ENSG00000007968	1	23531220	E2F2
ENSG00000198554	14	55027077	WDHD1
ENSG00000198554	14	55027105	WDHD1
ENSG00000136770	10	22003725	DNAJC1
ENSG00000174738	3	23945260	NR1D2
ENSG00000174738	3	23945375	NR1D2
ENSG00000169926	15	31326855	KLF13
ENSG00000136997	8	127735434	MYC
ENSG00000136997	8	127735519	MYC
ENSG00000136997	8	127736069	MYC
ENSG00000136997	8	127736084	MYC
ENSG00000136997	8	127736220	MYC
ENSG00000136997	8	127736594	MYC
ENSG00000166925	7	100479279	TSC22D4
ENSG00000166925	7	100468070	TSC22D4
ENSG00000166925	7	100479232	TSC22D4
ENSG00000126456	19	49665169	IRF3
ENSG00000126456	19	49665231	IRF3
ENSG00000126456	19	49665802	IRF3
ENSG00000126456	19	49665875	IRF3
ENSG00000126456	19	49665857	IRF3
ENSG00000126456	19	49665705	IRF3
ENSG00000126456	19	49665731	IRF3
ENSG00000126456	19	49665842	IRF3
ENSG00000126456	19	49665613	IRF3
ENSG00000126456	19	49665779	IRF3
ENSG00000126456	19	49665788	IRF3
ENSG00000126456	19	49665847	IRF3
ENSG00000126456	19	49665784	IRF3
ENSG00000126456	19	49665835	IRF3
ENSG00000126456	19	49665859	IRF3
ENSG00000126456	19	49665843	IRF3
ENSG00000126456	19	49664838	IRF3
ENSG00000153879	19	33373330	CEBPG
ENSG00000153879	19	33374312	CEBPG
ENSG00000159387	16	55323760	IRX6
ENSG00000171291	19	11865957	ZNF439
ENSG00000163848	3	125375354	ZNF148
ENSG00000163848	3	125375249	ZNF148
ENSG00000163848	3	125375251	ZNF148
ENSG00000163848	3	125375313	ZNF148
ENSG00000088305	20	32762385	DNMT3B
ENSG00000088305	20	32762424	DNMT3B
ENSG00000088305	20	32762596	DNMT3B
ENSG00000088305	20	32762642	DNMT3B
ENSG00000088305	20	32779852	DNMT3B
ENSG00000064490	19	19192230	RFXANK
ENSG00000064490	19	19192243	RFXANK
ENSG00000064490	19	19192763	RFXANK
ENSG00000025293	20	35771983	PHF20
ENSG00000175197	12	57520492	DDIT3
ENSG00000175197	12	57521737	DDIT3
ENSG00000175197	12	57520517	DDIT3
ENSG00000175197	12	57520511	DDIT3
ENSG00000233831	CHR_HSCHR6_MHC_SSTO_CTG1	29006085	ZNF311
ENSG00000277800	CHR_HSCHRX_2_CTG12	80035346	TBX22
ENSG00000277800	CHR_HSCHRX_2_CTG12	80034519	TBX22
ENSG00000277800	CHR_HSCHRX_2_CTG12	80027033	TBX22
ENSG00000183742	7	20217390	MACC1
ENSG00000183742	7	20217404	MACC1
ENSG00000183742	7	20185078	MACC1
ENSG00000166478	11	9460522	ZNF143
ENSG00000166478	11	9460965	ZNF143
ENSG00000166478	11	9460976	ZNF143
ENSG00000166478	11	9460987	ZNF143
ENSG00000168348	14	35534042	INSM2
ENSG00000196466	19	12401271	ZNF799
ENSG00000170954	19	53132875	ZNF415
ENSG00000170954	19	53132892	ZNF415
ENSG00000170954	19	53132888	ZNF415
ENSG00000170954	19	53132918	ZNF415
ENSG00000128610	7	122304505	FEZF1
ENSG00000128610	7	122304499	FEZF1
ENSG00000119547	18	57435685	ONECUT2
ENSG00000182986	19	52897560	ZNF320
ENSG00000182636	15	23687330	NDN
ENSG00000235268	11	95025258	KDM4E
ENSG00000019549	8	48921683	SNAI2
ENSG00000019549	8	48921429	SNAI2
ENSG00000173041	7	64563106	ZNF680
ENSG00000173041	7	64563041	ZNF680
ENSG00000012817	Y	19744923	KDM5D
ENSG00000012817	Y	19744761	KDM5D
ENSG00000012817	Y	19744939	KDM5D
ENSG00000177732	20	325595	SOX12
ENSG00000171970	19	2900898	ZNF57
ENSG00000196233	10	96832282	LCOR
ENSG00000196233	10	96832298	LCOR
ENSG00000196233	10	96832319	LCOR
ENSG00000196233	10	96832955	LCOR
ENSG00000196233	10	96832980	LCOR
ENSG00000276910	CHR_HSCHR5_1_CTG1_1	70411316	GTF2H2
ENSG00000276910	CHR_HSCHR5_1_CTG1_1	70411365	GTF2H2
ENSG00000175832	17	43546432	ETV4
ENSG00000175832	17	43545671	ETV4
ENSG00000175832	17	43546323	ETV4
ENSG00000175832	17	43545713	ETV4
ENSG00000175832	17	43545899	ETV4
ENSG00000175832	17	43530434	ETV4
ENSG00000175832	17	43579620	ETV4
ENSG00000175832	17	43545937	ETV4
ENSG00000106038	7	27242700	EVX1
ENSG00000165804	14	21098640	ZNF219
ENSG00000165804	14	21104722	ZNF219
ENSG00000165804	14	21099014	ZNF219
ENSG00000167034	8	23682927	NKX3-1
ENSG00000167034	8	23682889	NKX3-1
ENSG00000182968	13	112067647	SOX1
ENSG00000196428	3	150408335	TSC22D2
ENSG00000196428	3	150410969	TSC22D2
ENSG00000196428	3	150411009	TSC22D2
ENSG00000196428	3	150411179	TSC22D2
ENSG00000168152	4	82900752	THAP9
ENSG00000226858	CHR_HSCHR6_MHC_COX_CTG1	29677737	ZFP57
ENSG00000226858	CHR_HSCHR6_MHC_COX_CTG1	29673921	ZFP57
ENSG00000226858	CHR_HSCHR6_MHC_COX_CTG1	29673773	ZFP57
ENSG00000126368	17	40100725	NR1D1
ENSG00000102878	16	67164743	HSF4
ENSG00000102878	16	67164744	HSF4
ENSG00000102878	16	67164790	HSF4
ENSG00000102878	16	67164812	HSF4
ENSG00000102878	16	67165525	HSF4
ENSG00000078403	10	21524675	MLLT10
ENSG00000078403	10	21534165	MLLT10
ENSG00000078403	10	21534173	MLLT10
ENSG00000078403	10	21534343	MLLT10
ENSG00000078403	10	21534345	MLLT10
ENSG00000078403	10	21534645	MLLT10
ENSG00000165156	8	123274495	ZHX1
ENSG00000165156	8	123275541	ZHX1
ENSG00000165156	8	123274487	ZHX1
ENSG00000197302	16	31713234	ZNF720
ENSG00000197302	16	31713273	ZNF720
ENSG00000131668	9	93955372	BARX1
ENSG00000131668	9	93953431	BARX1
ENSG00000075426	2	28392802	FOSL2
ENSG00000075426	2	28392858	FOSL2
ENSG00000075426	2	28395511	FOSL2
ENSG00000119669	14	77028699	IRF2BPL
ENSG00000137492	11	76380942	THAP12
ENSG00000176692	16	86566829	FOXC2
ENSG00000176692	16	86567251	FOXC2
ENSG00000175745	5	93583224	NR2F1
ENSG00000175745	5	93583337	NR2F1
ENSG00000175745	5	93585024	NR2F1
ENSG00000236287	11	10858073	ZBED5
ENSG00000236287	11	10858036	ZBED5
ENSG00000177485	X	120250752	ZBTB33
ENSG00000177485	X	120250755	ZBTB33
ENSG00000204366	6	31901992	ZBTB12
ENSG00000186280	11	94973681	KDM4D
ENSG00000186280	11	94973823	KDM4D
ENSG00000186280	11	94997173	KDM4D
ENSG00000144026	2	95159607	ZNF514
ENSG00000144026	2	95159337	ZNF514
ENSG00000130699	20	62065810	TAF4
ENSG00000130699	20	62007561	TAF4
ENSG00000124920	11	61752649	MYRF
ENSG00000124920	11	61755389	MYRF
ENSG00000225351	CHR_HSCHR6_MHC_APD_CTG1	29005292	ZNF311
ENSG00000187098	3	69739435	MITF
ENSG00000187098	3	69739482	MITF
ENSG00000187098	3	69763556	MITF
ENSG00000187098	3	69763811	MITF
ENSG00000187098	3	69866224	MITF
ENSG00000187098	3	69866259	MITF
ENSG00000187098	3	69936587	MITF
ENSG00000187098	3	69936592	MITF
ENSG00000187098	3	69936628	MITF
ENSG00000187098	3	69936629	MITF
ENSG00000187098	3	69936723	MITF
ENSG00000168875	3	137764284	SOX14
ENSG00000108788	17	42567068	MLX
ENSG00000108788	17	42567072	MLX
ENSG00000131127	4	337835	ZNF141
ENSG00000198429	19	11887784	ZNF69
ENSG00000198429	19	11887855	ZNF69
ENSG00000148516	10	31319125	ZEB1
ENSG00000148516	10	31319212	ZEB1
ENSG00000148516	10	31319222	ZEB1
ENSG00000148516	10	31321135	ZEB1
ENSG00000148516	10	31319172	ZEB1
ENSG00000177508	16	54286763	IRX3
ENSG00000173120	11	67119269	KDM2A
ENSG00000173120	11	67119687	KDM2A
ENSG00000173120	11	67240047	KDM2A
ENSG00000109787	4	38664196	KLF3
ENSG00000109787	4	38664197	KLF3
ENSG00000020256	20	52191760	ZFP64
ENSG00000020256	20	52191986	ZFP64
ENSG00000106852	9	122227586	LHX6
ENSG00000106852	9	122228845	LHX6
ENSG00000106852	9	122228941	LHX6
ENSG00000106852	9	122221740	LHX6
ENSG00000106852	9	122228428	LHX6
ENSG00000180628	10	91220788	PCGF5
ENSG00000180628	10	91220151	PCGF5
ENSG00000180628	10	91163012	PCGF5
ENSG00000125398	17	72121020	SOX9
ENSG00000125398	17	72121033	SOX9
ENSG00000164736	8	54457935	SOX17
ENSG00000285329	16	3365112	AC025283.3
ENSG00000145736	5	71067601	GTF2H2
ENSG00000145736	5	71067650	GTF2H2
ENSG00000120948	1	11012400	TARDBP
ENSG00000120948	1	11012424	TARDBP
ENSG00000148737	10	112950407	TCF7L2
ENSG00000148737	10	112950452	TCF7L2
ENSG00000148737	10	112950586	TCF7L2
ENSG00000148737	10	112950660	TCF7L2
ENSG00000148737	10	112950250	TCF7L2
ENSG00000175787	9	94259311	ZNF169
ENSG00000128573	7	114086327	FOXP2
ENSG00000128573	7	114086560	FOXP2
ENSG00000128573	7	114087747	FOXP2
ENSG00000128573	7	114163041	FOXP2
ENSG00000128573	7	114288019	FOXP2
ENSG00000128573	7	114288031	FOXP2
ENSG00000128573	7	114414274	FOXP2
ENSG00000128573	7	114414997	FOXP2
ENSG00000128573	7	114415055	FOXP2
ENSG00000128573	7	114415058	FOXP2
ENSG00000128573	7	114415319	FOXP2
ENSG00000128573	7	114415323	FOXP2
ENSG00000128573	7	114416286	FOXP2
ENSG00000128573	7	114426500	FOXP2
ENSG00000109851	11	20160613	DBX1
ENSG00000151623	4	148444698	NR3C2
ENSG00000151623	4	148442520	NR3C2
ENSG00000151623	4	148442224	NR3C2
ENSG00000151623	4	148442371	NR3C2
ENSG00000151623	4	148436860	NR3C2
ENSG00000168874	2	85753894	ATOH8
ENSG00000095564	10	91923769	BTAF1
ENSG00000064961	19	3572938	HMG20B
ENSG00000116044	2	177263800	NFE2L2
ENSG00000116044	2	177265131	NFE2L2
ENSG00000116044	2	177263572	NFE2L2
ENSG00000116044	2	177392697	NFE2L2
ENSG00000116044	2	177263511	NFE2L2
ENSG00000116044	2	177263567	NFE2L2
ENSG00000116044	2	177264823	NFE2L2
ENSG00000116044	2	177314937	NFE2L2
ENSG00000116044	2	177263454	NFE2L2
ENSG00000116044	2	177287777	NFE2L2
ENSG00000173545	5	16465792	ZNF622
ENSG00000100987	20	25082131	VSX1
ENSG00000100987	20	25082365	VSX1
ENSG00000285708	3	71754229	AC097634.4
ENSG00000186918	8	28386466	ZNF395
ENSG00000186918	8	28385397	ZNF395
ENSG00000186918	8	28386073	ZNF395
ENSG00000078900	1	3652520	TP73
ENSG00000078900	1	3652565	TP73
ENSG00000078900	1	3682366	TP73
ENSG00000078900	1	3690672	TP73
ENSG00000078900	1	3698058	TP73
ENSG00000262024	CHR_HSCHR22_1_CTG1	42203293	TCF20
ENSG00000262024	CHR_HSCHR22_1_CTG1	42203291	TCF20
ENSG00000177873	3	40477113	ZNF619
ENSG00000177873	3	40477980	ZNF619
ENSG00000177873	3	40477142	ZNF619
ENSG00000134107	3	4979116	BHLHE40
ENSG00000177842	3	40506039	ZNF620
ENSG00000177842	3	40506040	ZNF620
ENSG00000140262	15	56918623	TCF12
ENSG00000140262	15	56918625	TCF12
ENSG00000140262	15	56918694	TCF12
ENSG00000140262	15	56918832	TCF12
ENSG00000140262	15	57219435	TCF12
ENSG00000140262	15	57219466	TCF12
ENSG00000143006	1	53459399	DMRTB1
ENSG00000171466	19	9675058	ZNF562
ENSG00000171466	19	9675044	ZNF562
ENSG00000108511	17	48604992	HOXB6
ENSG00000108511	17	48604972	HOXB6
ENSG00000116793	1	113759476	PHTF1
ENSG00000116793	1	113759155	PHTF1
ENSG00000168453	8	22131868	HR
ENSG00000168453	8	22131052	HR
ENSG00000198028	19	9498607	ZNF560
ENSG00000099949	22	20982013	LZTR1
ENSG00000099949	22	20982298	LZTR1
ENSG00000251192	X	46545441	ZNF674
ENSG00000251192	X	46544611	ZNF674
ENSG00000174652	19	9435570	ZNF266
ENSG00000174652	19	9435304	ZNF266
ENSG00000174652	19	9435526	ZNF266
ENSG00000174652	19	9435193	ZNF266
ENSG00000174652	19	9435504	ZNF266
ENSG00000233911	CHR_HSCHR6_MHC_COX_CTG1	31158821	POU5F1
ENSG00000233911	CHR_HSCHR6_MHC_COX_CTG1	31163254	POU5F1
ENSG00000005801	11	3379145	ZNF195
ENSG00000005801	11	3379167	ZNF195
ENSG00000005801	11	3379218	ZNF195
ENSG00000005801	11	3379116	ZNF195
ENSG00000005801	11	3379146	ZNF195
ENSG00000005801	11	3379126	ZNF195
ENSG00000005801	11	3379138	ZNF195
ENSG00000005801	11	3379222	ZNF195
ENSG00000005801	11	3379139	ZNF195
ENSG00000197063	17	81927714	MAFG
ENSG00000197063	17	81923532	MAFG
ENSG00000197063	17	81927708	MAFG
ENSG00000025156	6	122399546	HSF2
ENSG00000025156	6	122422156	HSF2
ENSG00000025156	6	122399551	HSF2
ENSG00000112200	6	57090010	ZNF451
ENSG00000112200	6	57090030	ZNF451
ENSG00000112200	6	57090076	ZNF451
ENSG00000283321	7	17299295	AC019117.3
ENSG00000227322	CHR_HSCHR6_MHC_COX_CTG1	33122238	RXRB
ENSG00000227322	CHR_HSCHR6_MHC_COX_CTG1	33122312	RXRB
ENSG00000227322	CHR_HSCHR6_MHC_COX_CTG1	33122477	RXRB
ENSG00000139613	12	56189567	SMARCC2
ENSG00000139613	12	56189548	SMARCC2
ENSG00000056586	9	122898110	RC3H2
ENSG00000056586	9	122905222	RC3H2
ENSG00000056586	9	122905341	RC3H2
ENSG00000056586	9	122897534	RC3H2
ENSG00000056586	9	122905283	RC3H2
ENSG00000187079	11	12674591	TEAD1
ENSG00000187079	11	12674617	TEAD1
ENSG00000187079	11	12675503	TEAD1
ENSG00000187079	11	12764233	TEAD1
ENSG00000085274	3	169772831	MYNN
ENSG00000085274	3	169773405	MYNN
ENSG00000085274	3	169773427	MYNN
ENSG00000085274	3	169774265	MYNN
ENSG00000105997	7	27119595	HOXA3
ENSG00000105997	7	27140219	HOXA3
ENSG00000105997	7	27127020	HOXA3
ENSG00000130700	20	62475970	GATA5
ENSG00000274352	CHR_HSCHR8_3_CTG7	143671488	ZNF707
ENSG00000274352	CHR_HSCHR8_3_CTG7	143671499	ZNF707
ENSG00000274352	CHR_HSCHR8_3_CTG7	143671515	ZNF707
ENSG00000274352	CHR_HSCHR8_3_CTG7	143675666	ZNF707
ENSG00000132274	11	5689689	TRIM22
ENSG00000109685	4	1871424	NSD2
ENSG00000109685	4	1871461	NSD2
ENSG00000109685	4	1892782	NSD2
ENSG00000109685	4	1892845	NSD2
ENSG00000109685	4	1899218	NSD2
ENSG00000109685	4	1900650	NSD2
ENSG00000109685	4	1952105	NSD2
ENSG00000109685	4	1900626	NSD2
ENSG00000109685	4	1900642	NSD2
ENSG00000127663	19	4969132	KDM4B
ENSG00000102243	X	136532152	VGLL1
ENSG00000139687	13	48303726	RB1
ENSG00000067082	10	3785275	KLF6
ENSG00000067082	10	3785193	KLF6
ENSG00000067082	10	3785281	KLF6
ENSG00000088881	20	2692878	EBF4
ENSG00000088881	20	2692879	EBF4
ENSG00000088881	20	2693574	EBF4
ENSG00000168610	17	42388568	STAT3
ENSG00000168610	17	42388439	STAT3
ENSG00000168610	17	42388431	STAT3
ENSG00000168610	17	42388482	STAT3
ENSG00000168610	17	42388414	STAT3
ENSG00000168610	17	42388454	STAT3
ENSG00000269502	X	72943814	DMRTC1
ENSG00000269502	X	72877864	DMRTC1
ENSG00000269502	X	72875974	DMRTC1
ENSG00000269502	X	72943675	DMRTC1
ENSG00000106948	9	114387963	AKNA
ENSG00000106948	9	114376964	AKNA
ENSG00000106948	9	114377635	AKNA
ENSG00000106948	9	114388081	AKNA
ENSG00000106948	9	114394405	AKNA
ENSG00000106948	9	114348999	AKNA
ENSG00000196378	8	144787304	ZNF34
ENSG00000198169	8	144755605	ZNF251
ENSG00000125846	20	18288477	ZNF133
ENSG00000125846	20	18288511	ZNF133
ENSG00000125846	20	18288529	ZNF133
ENSG00000125846	20	18297985	ZNF133
ENSG00000125846	20	18288283	ZNF133
ENSG00000140987	16	3401025	ZSCAN32
ENSG00000140987	16	3401065	ZSCAN32
ENSG00000140987	16	3400995	ZSCAN32
ENSG00000140987	16	3400994	ZSCAN32
ENSG00000140987	16	3400964	ZSCAN32
ENSG00000140987	16	3397745	ZSCAN32
ENSG00000140987	16	3400976	ZSCAN32
ENSG00000184828	18	48137361	ZBTB7C
ENSG00000184828	18	48165566	ZBTB7C
ENSG00000184828	18	48409422	ZBTB7C
ENSG00000185619	4	705765	PCGF3
ENSG00000185619	4	705784	PCGF3
ENSG00000115041	2	95297304	KCNIP3
ENSG00000165828	10	133347146	PRAP1
ENSG00000165828	10	133347368	PRAP1
ENSG00000123364	12	53938765	HOXC13
ENSG00000053254	14	89619130	FOXN3
ENSG00000053254	14	89417112	FOXN3
ENSG00000053254	14	89619149	FOXN3
ENSG00000053254	14	89412025	FOXN3
ENSG00000053254	14	89412017	FOXN3
ENSG00000053254	14	89412058	FOXN3
ENSG00000053254	14	89412035	FOXN3
ENSG00000053254	14	89619137	FOXN3
ENSG00000053254	14	89412492	FOXN3
ENSG00000053254	14	89412476	FOXN3
ENSG00000141646	18	51028394	SMAD4
ENSG00000141646	18	51029614	SMAD4
ENSG00000141646	18	51030100	SMAD4
ENSG00000141646	18	51030213	SMAD4
ENSG00000141646	18	51044959	SMAD4
ENSG00000141646	18	51047047	SMAD4
ENSG00000092067	14	23119616	CEBPE
ENSG00000130675	7	157010651	MNX1
ENSG00000130675	7	157009435	MNX1
ENSG00000102349	X	56233047	KLF8
ENSG00000102349	X	56232437	KLF8
ENSG00000102349	X	56233212	KLF8
ENSG00000154222	1	52366193	CC2D1B
ENSG00000189299	X	55623400	FOXR2
ENSG00000153266	3	62374324	FEZF2
ENSG00000153266	3	62373515	FEZF2
ENSG00000153266	3	62373015	FEZF2
ENSG00000106462	7	148884159	EZH2
ENSG00000106462	7	148884245	EZH2
ENSG00000106462	7	148884248	EZH2
ENSG00000106462	7	148884278	EZH2
ENSG00000106462	7	148883509	EZH2
ENSG00000106462	7	148884287	EZH2
ENSG00000171843	9	20622543	MLLT3
ENSG00000171843	9	20621873	MLLT3
ENSG00000180257	19	52962861	ZNF816
ENSG00000180257	19	52962882	ZNF816
ENSG00000078399	7	27165530	HOXA9
ENSG00000168795	9	37465399	ZBTB5
ENSG00000185730	8	143291389	ZNF696
ENSG00000101057	20	43667157	MYBL2
ENSG00000101057	20	43667019	MYBL2
ENSG00000167771	11	63916844	RCOR2
ENSG00000103460	16	52547802	TOX3
ENSG00000103460	16	52547008	TOX3
ENSG00000278500	2	176151085	AC009336.2
ENSG00000152192	13	78603560	POU4F1
ENSG00000278644	CHR_HSCHR17_7_CTG4	38550604	PCGF2
ENSG00000278644	CHR_HSCHR17_7_CTG4	38547415	PCGF2
ENSG00000278644	CHR_HSCHR17_7_CTG4	38549092	PCGF2
ENSG00000153779	X	89921882	TGIF2LX
ENSG00000153779	X	89921956	TGIF2LX
ENSG00000276219	CHR_HSCHR19_3_CTG2	22196951	ZNF676
ENSG00000133111	13	36819224	RFXAP
ENSG00000136603	3	170357726	SKIL
ENSG00000136603	3	170357734	SKIL
ENSG00000136603	3	170359623	SKIL
ENSG00000125931	X	72307150	CITED1
ENSG00000125931	X	72307187	CITED1
ENSG00000125931	X	72306987	CITED1
ENSG00000125931	X	72305914	CITED1
ENSG00000106554	7	133082082	CHCHD3
ENSG00000148143	9	106863097	ZNF462
ENSG00000148143	9	106927378	ZNF462
ENSG00000176302	11	118971707	FOXR1
ENSG00000176302	11	118971712	FOXR1
ENSG00000108001	10	129963841	EBF3
ENSG00000141027	17	16215549	NCOR1
ENSG00000141027	17	16194613	NCOR1
ENSG00000141027	17	16194639	NCOR1
ENSG00000173276	21	42010357	ZBTB21
ENSG00000173276	21	42010366	ZBTB21
ENSG00000173276	21	42010387	ZBTB21
ENSG00000163170	2	74147994	BOLA3
ENSG00000163170	2	74147905	BOLA3
ENSG00000059145	16	1379683	UNKL
ENSG00000059145	16	1414751	UNKL
ENSG00000125945	1	23369442	ZNF436
ENSG00000125945	1	23368386	ZNF436
ENSG00000100410	22	41468725	PHF5A
ENSG00000059728	2	69915071	MXD1
ENSG00000059728	2	69915041	MXD1
ENSG00000112592	6	170554379	TBP
ENSG00000112592	6	170554333	TBP
ENSG00000113658	5	136132845	SMAD5
ENSG00000113658	5	136132847	SMAD5
ENSG00000113658	5	136132914	SMAD5
ENSG00000113658	5	136133823	SMAD5
ENSG00000176182	19	45902604	MYPOP
ENSG00000083838	19	58474017	ZNF446
ENSG00000083838	19	58476156	ZNF446
ENSG00000083838	19	58476164	ZNF446
ENSG00000083838	19	58476428	ZNF446
ENSG00000083838	19	58476443	ZNF446
ENSG00000182759	8	143430406	MAFA
ENSG00000274349	9	66856426	ZNF658
ENSG00000274349	9	66900738	ZNF658
ENSG00000274349	9	66900729	ZNF658
ENSG00000204604	19	52857619	ZNF468
ENSG00000197054	19	11965054	ZNF763
ENSG00000197054	19	11965082	ZNF763
ENSG00000137699	11	120138453	TRIM29
ENSG00000196460	2	101474703	RFX8
ENSG00000196460	2	101474504	RFX8
ENSG00000196460	2	101474701	RFX8
ENSG00000188816	10	123148122	HMX2
ENSG00000171116	X	149774068	HSFX1
ENSG00000196646	19	12163064	ZNF136
ENSG00000197937	19	53159031	ZNF347
ENSG00000197937	19	53159053	ZNF347
ENSG00000197937	19	53159060	ZNF347
ENSG00000168036	3	41220551	CTNNB1
ENSG00000163666	3	57227606	HESX1
ENSG00000163666	3	57199987	HESX1
ENSG00000185507	11	615999	IRF7
ENSG00000185507	11	615921	IRF7
ENSG00000185507	11	615950	IRF7
ENSG00000185507	11	615612	IRF7
ENSG00000185507	11	615970	IRF7
ENSG00000185507	11	615983	IRF7
ENSG00000185507	11	615979	IRF7
ENSG00000185507	11	615728	IRF7
ENSG00000115816	2	37231713	CEBPZ
ENSG00000230336	CHR_HSCHR6_MHC_MANN_CTG1	31215620	POU5F1
ENSG00000230336	CHR_HSCHR6_MHC_MANN_CTG1	31211186	POU5F1
ENSG00000184937	11	32430813	WT1
ENSG00000198298	10	43606407	ZNF485
ENSG00000198298	10	43606426	ZNF485
ENSG00000171940	20	53593839	ZNF217
ENSG00000171940	20	53583097	ZNF217
ENSG00000149480	11	62601840	MTA2
ENSG00000149480	11	62599317	MTA2
ENSG00000149480	11	62601275	MTA2
ENSG00000171295	19	11814284	ZNF440
ENSG00000136574	8	11676959	GATA4
ENSG00000136574	8	11704151	GATA4
ENSG00000136574	8	11704204	GATA4
ENSG00000136574	8	11704222	GATA4
ENSG00000136574	8	11708233	GATA4
ENSG00000136574	8	11708313	GATA4
ENSG00000185177	7	57139864	ZNF479
ENSG00000185177	7	57132341	ZNF479
ENSG00000235068	CHR_HSCHR6_MHC_MCF_CTG1	31249234	POU5F1
ENSG00000235068	CHR_HSCHR6_MHC_MCF_CTG1	31244800	POU5F1
ENSG00000007545	16	1612325	CRAMP1
ENSG00000007545	16	1614640	CRAMP1
ENSG00000160113	19	17245940	NR2F6
ENSG00000160113	19	17244504	NR2F6
ENSG00000086102	9	33290511	NFX1
ENSG00000086102	9	33290545	NFX1
ENSG00000186660	11	58579111	ZFP91
ENSG00000126561	17	42287547	STAT5A
ENSG00000126561	17	42287867	STAT5A
ENSG00000126561	17	42288076	STAT5A
ENSG00000126561	17	42288469	STAT5A
ENSG00000126561	17	42288501	STAT5A
ENSG00000126561	17	42288543	STAT5A
ENSG00000126561	17	42306170	STAT5A
ENSG00000198551	19	11597420	ZNF627
ENSG00000130803	19	9140380	ZNF317
ENSG00000130803	19	9140397	ZNF317
ENSG00000132010	19	12140407	ZNF20
ENSG00000245848	19	33302564	CEBPA
ENSG00000177030	11	695532	DEAF1
ENSG00000147421	8	28890394	HMBOX1
ENSG00000147421	8	28890395	HMBOX1
ENSG00000147421	8	28890404	HMBOX1
ENSG00000147421	8	28890625	HMBOX1
ENSG00000147421	8	28963863	HMBOX1
ENSG00000283697	X	149549932	HSFX3
ENSG00000140836	16	73048375	ZFHX3
ENSG00000140836	16	73059698	ZFHX3
ENSG00000140836	16	73891871	ZFHX3
ENSG00000103343	16	3401235	ZNF174
ENSG00000103343	16	3401244	ZNF174
ENSG00000103343	16	3401420	ZNF174
ENSG00000103343	16	3401974	ZNF174
ENSG00000236895	CHR_HSCHR6_MHC_COX_CTG1	30898049	GTF2H4
ENSG00000236895	CHR_HSCHR6_MHC_COX_CTG1	30898086	GTF2H4
ENSG00000149136	11	57335877	SSRP1
ENSG00000154655	18	6367683	L3MBTL4
ENSG00000154655	18	6414911	L3MBTL4
ENSG00000197385	3	31981774	ZNF860
ENSG00000088876	20	2509132	ZNF343
ENSG00000088876	20	2508915	ZNF343
ENSG00000088876	20	2524522	ZNF343
ENSG00000172733	8	31033715	PURG
ENSG00000169594	15	83284714	BNC1
ENSG00000213246	17	58352202	SUPT4H1
ENSG00000213246	17	58353093	SUPT4H1
ENSG00000171056	8	10730512	SOX7
ENSG00000152518	2	43226609	ZFP36L2
ENSG00000206454	CHR_HSCHR6_MHC_QBL_CTG1	31158718	POU5F1
ENSG00000206454	CHR_HSCHR6_MHC_QBL_CTG1	31163150	POU5F1
ENSG00000106261	7	100015581	ZKSCAN1
ENSG00000106261	7	100015599	ZKSCAN1
ENSG00000106261	7	100016822	ZKSCAN1
ENSG00000106261	7	100023408	ZKSCAN1
ENSG00000217236	2	174334946	SP9
ENSG00000178403	4	112516172	NEUROG2
ENSG00000125812	20	23362182	GZF1
ENSG00000125812	20	23364384	GZF1
ENSG00000178919	9	97853254	FOXE1
ENSG00000125798	20	22584463	FOXA2
ENSG00000125798	20	22585455	FOXA2
ENSG00000115738	2	8678845	ID2
ENSG00000115738	2	8682056	ID2
ENSG00000115738	2	8681983	ID2
ENSG00000234444	7	64314029	ZNF736
ENSG00000234444	7	64312808	ZNF736
ENSG00000130856	18	76824160	ZNF236
ENSG00000175691	19	2944933	ZNF77
